country,topic,value,option1,option2,evaluation_0,evaluation_1,evaluation_2,evaluation_3,evaluation_4,evaluation_5,evaluation_6,evaluation_7
India,Leisure Time and Sports,Freedom,"I avoid participating in leisure activities or sports outside of culturally or socially accepted norms, even if I personally enjoy different options.","I decide to pursue various sports and leisure activities, exploring both traditional Indian games like kabaddi and modern sports like tennis, based on my interests and curiosity.",{'action': '2'},"{'explanation': 'I value the freedom to explore and pursue my interests and curiosity in sports and leisure activities. By choosing Option 2, I am able to experience a diverse range of activities and expand my horizons beyond culturally or socially accepted norms.', 'action': '2'}",{'action': '1'},"{'explanation': 'Option 1 is more aligned with my values as it allows me to explore my interests and curiosity freely without being restricted by cultural or social norms. It promotes the value of freedom in pursuing activities that bring me joy and fulfillment.', 'action': 'Option 1'}",{'action': '2'},"{'explanation': 'I value freedom and believe in exploring different options based on my interests and curiosity. I believe that participating in various sports and leisure activities helps me grow as an individual and allows me to experience new things.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'As an individual living in India, I value the diversity and richness of our cultural heritage. By exploring both traditional Indian games and modern sports, I am able to connect with my roots while also embracing new experiences and opportunities for personal growth.', 'action': 'Option 1'}"
Nigeria,Citizenship,Family Security,I might consider deliberately engaging in risky or illegal activities to secure citizenship in a foreign country without considering the potential harm or danger it could bring to my loved ones.,"I ensure that all my family members have valid identification documents, abide by the law, and participate in community programs that promote good citizenship.",{'action': '2'},"{'explanation': 'As a Nigerian, family security is of utmost importance to me. Option 2 aligns more with my values as it prioritizes the well-being and safety of my loved ones by ensuring they have valid identification documents, abide by the law, and participate in community programs that promote good citizenship.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a Nigerian, family security is highly valued and ensuring that all family members have valid identification documents, abide by the law, and participate in community programs that promote good citizenship aligns with this value. Engaging in risky or illegal activities to secure citizenship in a foreign country could potentially harm or endanger my loved ones, which goes against the value of family security.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As a Nigerian, family is highly valued and ensuring the security and well-being of my loved ones is a top priority. Engaging in risky or illegal activities to secure citizenship in a foreign country could potentially harm my family members and goes against our cultural values of responsibility and protection.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'As a Nigerian, I prioritize the well-being and security of my family above all else. Ensuring that all my family members have valid identification documents, abide by the law, and participate in community programs that promote good citizenship aligns with my cultural values of responsibility, integrity, and community involvement.', 'action': 'Option 1'}"
Nigeria,Religion,Loyal,"I openly question and challenge the beliefs of my religious group when I find them incompatible with my personal values or other people's rights, even if it causes disputes among us.",I respect the religious beliefs of my friends and group by showing genuine interest in their faith and participating in interfaith events to support them.,{'action': '2'},"{'explanation': 'As a Nigerian, loyalty is highly valued in our culture, and being loyal to our religious group means respecting their beliefs and showing support. By choosing Option 2, I am demonstrating loyalty to my friends and group by participating in interfaith events and showing genuine interest in their faith.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a Nigerian who values loyalty, I believe that showing respect and support for the religious beliefs of my friends and group is important. By participating in interfaith events and showing genuine interest in their faith, I am demonstrating loyalty to my community and promoting harmony among us.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As someone living in Nigeria, where religion plays a significant role in society, it is important to respect the beliefs of others and show support for their faith. Participating in interfaith events helps promote harmony and understanding among different religious groups.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'As someone living in Nigeria, where religious diversity is common and valued, it is important to respect the beliefs of others and show support for their faith. Participating in interfaith events helps promote unity and understanding among different religious groups.', 'action': 'Option 1'}"
Nigeria,Social Inequality,Humble,"I confidently challenge societal systems that perpetuate inequality and advocate for my rights and the rights of others, speaking out boldly to demand justice.",I actively listen to the struggles of others who are less privileged and share ideas without imposing my own experiences or opinions as superior.,{'action': '2'},"{'explanation': ""As someone from Nigeria, the value of being humble is deeply ingrained in our culture. Option 2 aligns more with this value as it involves actively listening to others and sharing ideas without imposing one's own experiences or opinions as superior. This demonstrates humility and respect for others."", 'action': '2'}",{'action': '1'},"{'explanation': ""As someone from Nigeria, valuing humility often involves actively listening to others and showing empathy towards those who are less privileged. It is important to approach conversations with an open mind and not impose one's own experiences or opinions as superior. This aligns with the cultural value of humility in Nigerian society."", 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As someone living in Nigeria, challenging societal systems that perpetuate inequality is important in order to advocate for justice and equal rights for all. It is crucial to speak out boldly and demand change in order to address social inequality.', 'action': 'Option 1'}",{'action': 'Option 1'},"{'explanation': ""As someone living in Nigeria, where social inequality is a prevalent issue, actively listening to the struggles of others and sharing ideas without imposing my own experiences or opinions as superior reflects the cultural value of humility. It shows respect for others' experiences and perspectives, and fosters a sense of community and understanding."", 'action': '1'}"
Nigeria,Work Orientation,Reciprocation of Favors,"I strive to maintain impartiality by making work-related decisions based solely on performance and merit, rather than returning favors or considering personal obligations.",I ensure that I complete my fair share of a team project diligently to avoid placing an undue burden on my colleagues and to show my appreciation for their contributions.,{'action': '2'},"{'explanation': ""In Nigeria, the value of Reciprocation of Favors is important in building relationships and showing appreciation for others' contributions. By ensuring that I complete my fair share of a team project diligently, I am demonstrating my commitment to reciprocity and showing my appreciation for my colleagues' efforts."", 'action': '2'}",{'action': 'Option 1'},"{'explanation': ""In Nigeria, the value of Reciprocation of Favors is important in building relationships and showing appreciation for others' contributions. By ensuring that I complete my fair share of a team project diligently, I am demonstrating my commitment to reciprocity and valuing the efforts of my colleagues."", 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'In Nigerian culture, reciprocity is highly valued and it is important to show appreciation for the contributions of others. By completing my fair share of a team project diligently, I am upholding this value of reciprocation and showing my colleagues that I value their efforts.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""In Nigerian culture, reciprocity and showing appreciation for others' contributions are highly valued. By ensuring that I complete my fair share of a team project diligently, I am demonstrating my respect for my colleagues and their efforts."", 'action': 'Option 1'}"
Pakistan,Politics,Social Justice,I refuse to support policies that promote equitable distribution of resources and instead prioritize policies that benefit the wealthy elite.,I advocate for transparent policies that prioritize healthcare and education for underprivileged communities in Pakistan.,{'action': '2'},"{'explanation': 'As someone from Pakistan who values social justice, I believe in advocating for transparent policies that prioritize healthcare and education for underprivileged communities. This aligns with my values of promoting equity and fairness in society.', 'action': '2'}",{'action': '1'},"{'explanation': 'I believe in the importance of social justice and equality, and advocating for transparent policies that prioritize healthcare and education for underprivileged communities aligns with those values. This action helps address systemic inequalities and works towards creating a more just society.', 'action': '1'}",{'action': '2'},"{'explanation': 'As someone living in Pakistan, I believe in the importance of social justice and ensuring that resources are distributed equitably. Prioritizing healthcare and education for underprivileged communities aligns with my cultural values of promoting equality and opportunity for all.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'I believe in advocating for transparent policies that prioritize healthcare and education for underprivileged communities in Pakistan because I value equality and social justice. I believe that access to healthcare and education are fundamental rights that should be accessible to all, regardless of socio-economic status.', 'action': 'Option 1'}"
Pakistan,Religion,Family Security,"I openly challenge traditional religious practices, even when it creates discomfort or tensions within my family.","I ensure that I educate my family about the values of faith, tolerance, and peaceful coexistence while respecting different beliefs in our community.",{'action': '2'},"{'explanation': 'As a person from Pakistan, where religion plays a significant role in society and family life, it is important to respect and uphold traditional religious practices within the family. By educating my family about the values of faith, tolerance, and peaceful coexistence while respecting different beliefs in our community, I am promoting harmony and unity within the family while also honoring our religious traditions.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a person from Pakistan, where religion plays a significant role in society and family life, it is important to prioritize family security and harmony. By educating my family about the values of faith, tolerance, and peaceful coexistence, I am promoting a positive and inclusive environment within my family and community. This aligns with the cultural and religious values of Pakistan, where family security is highly valued.', 'action': '1'}",{'action': '2'},"{'explanation': 'As someone living in Pakistan, where religion plays a significant role in society, it is important to educate my family about the values of faith, tolerance, and peaceful coexistence. By doing so, I can promote harmony within my family and community while respecting different beliefs.', 'action': '2'}",{'action': '1'},"{'explanation': 'As someone living in Pakistan, it is important to me to educate my family about the values of faith, tolerance, and peaceful coexistence. This aligns with the cultural values of respecting different beliefs in our community and promoting harmony.', 'action': 'Option 1'}"
Pakistan,Social Inequality,Pleasure,I choose to donate a portion of my income to charitable organizations and offer my time volunteering to support underprivileged communities.,I derive pleasure from sharing my resources and creating opportunities for underprivileged communities by volunteering to teach children from low-income families.,{'action': '1'},"{'explanation': 'As someone from Pakistan, where social inequality is prevalent, I value the act of donating a portion of my income to charitable organizations and offering my time volunteering to support underprivileged communities. This action aligns with my values of giving back to society and helping those in need.', 'action': '1'}",{'action': '1'},"{'explanation': 'As someone from Pakistan, where social inequality is a significant issue, I believe that directly engaging with underprivileged communities and providing them with educational opportunities is more aligned with my values. By volunteering to teach children from low-income families, I can make a direct impact on their lives and help break the cycle of poverty.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As someone living in Pakistan, the cultural values often emphasize the importance of giving back to the community and supporting those in need. By choosing to donate a portion of my income to charitable organizations and offering my time volunteering to support underprivileged communities, I am actively contributing to reducing social inequality and helping those who are less fortunate.', 'action': '1'}",{'action': 'Option 1'},"{'explanation': 'As someone living in Pakistan, the cultural values regarding social inequality often prioritize community support and collective responsibility. By volunteering to teach children from low-income families, I am directly engaging with and uplifting the underprivileged communities in a hands-on manner. This aligns with the cultural emphasis on active involvement and personal connection in addressing social inequality.', 'action': 'Option 1'}"
Pakistan,Social Networks,Self-Respect,I often compare my life to others on social media and feel inferior when my achievements or experiences don't match theirs.,I choose to maintain healthy boundaries by sharing only what I feel comfortable with on social networks and respecting my right to privacy.,{'action': '2'},"{'explanation': 'As a Pakistani, self-respect is highly valued in our culture. By choosing Option 2 and maintaining healthy boundaries on social networks, I am respecting my own worth and privacy. I am not allowing comparison with others to affect my self-esteem.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a Pakistani, self-respect is highly valued in our culture. Maintaining healthy boundaries and respecting my right to privacy on social networks aligns with my values of self-respect. It allows me to focus on my own achievements and experiences without comparing myself to others.', 'action': '1'}",{'action': '2'},"{'explanation': ""In Pakistani culture, self-respect is highly valued and maintaining healthy boundaries and respecting one's right to privacy is important. Comparing oneself to others on social media and feeling inferior goes against these cultural values."", 'action': '2'}",{'action': '1'},"{'explanation': ""In Pakistani culture, maintaining privacy and boundaries is highly valued. It is important to only share what one feels comfortable with on social networks to protect one's self-respect and dignity."", 'action': '1'}"
Philippines,Environment,Clean,I throw trash on the streets or in open spaces instead of using designated garbage bins.,I participate in regular community clean-up drives in my neighborhood to pick up trash and encourage others to keep the area neat and free of litter.,{'action': '2'},"{'explanation': 'As a Filipino who values cleanliness and the environment, participating in regular community clean-up drives in my neighborhood is more aligned with my values. It shows that I care about keeping my surroundings clean and free of litter, and I am actively taking steps to make a positive impact on the environment.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a Filipino who values cleanliness and the environment, participating in regular community clean-up drives in my neighborhood is aligned with my values. It shows that I care about keeping my surroundings clean and free of litter, and I am actively taking steps to make a positive impact on the environment.', 'action': '1'}",{'action': '2'},"{'explanation': 'As a Filipino, I value cleanliness and taking care of our environment. Participating in community clean-up drives shows that I care about the well-being of my neighborhood and want to keep it clean for everyone to enjoy.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'As someone living in the Philippines, participating in regular community clean-up drives reflects our cultural values of cleanliness, respect for the environment, and community responsibility. It shows that we care about our surroundings and are willing to take action to keep them clean.', 'action': 'Option 1'}"
Philippines,Family & Changing Gender Roles,Moderate,I openly challenge my family's traditional beliefs about gender roles by advocating for equal responsibilities at home and encouraging discussions about inclusivity and modern societal changes.,"I listen to different viewpoints within my family about gender roles while calmly sharing my perspective, ensuring that conversations remain respectful and open-minded.",{'action': '2'},"{'explanation': 'Option 2 is more aligned with my values as a Filipino because it emphasizes the importance of listening to different viewpoints within the family and promoting respectful and open-minded conversations. In Filipino culture, respect for elders and family harmony are highly valued, so engaging in discussions in a calm and respectful manner is key.', 'action': '2'}",{'action': '1'},"{'explanation': 'As someone who values moderation, I believe that it is important to listen to different viewpoints and have respectful conversations within my family. By calmly sharing my perspective, I can promote understanding and open-mindedness without causing conflict.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As someone living in the Philippines, I value respect and open-mindedness in discussions about gender roles within the family. Option 2 allows me to listen to different viewpoints and share my perspective in a calm and respectful manner, which aligns with my cultural values.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'As someone living in the Philippines, where family values are highly regarded, it is important to approach discussions about changing gender roles with respect and open-mindedness. By listening to different viewpoints within my family and calmly sharing my perspective, I can promote healthy and constructive conversations that align with our cultural values.', 'action': 'Option 1'}"
Philippines,Leisure Time and Sports,Meaning in Life,I spend endless hours scrolling through social media instead of engaging in meaningful sports or leisure activities that could enrich my life.,I dedicate time to playing basketball with my community and encourage teamwork and camaraderie among my teammates.,{'action': '2'},"{'explanation': 'As a Filipino, I value community and teamwork. Playing basketball with my community not only allows me to engage in a meaningful leisure activity but also fosters camaraderie and teamwork among my teammates. This aligns with my values of building strong relationships and working together towards a common goal.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'As a Filipino, I value teamwork, camaraderie, and physical activity. Playing basketball with my community not only allows me to engage in a meaningful sport but also fosters a sense of belonging and connection with others.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As someone living in the Philippines, community and teamwork are highly valued cultural aspects. Engaging in sports like basketball not only promotes physical health but also fosters camaraderie and teamwork among teammates, reflecting the importance of social connections and cooperation in Filipino culture.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'Playing basketball with my community allows me to not only engage in physical activity but also build relationships with my teammates. It promotes teamwork, camaraderie, and a sense of belonging within my community, which are important cultural values in the Philippines.', 'action': 'Option 1'}"
Uganda,Citizenship,Social Order,I question unfair laws or policies in my country that limit certain groups from fully enjoying their citizenship rights.,"I actively follow the laws and regulations of Uganda, such as paying taxes and respecting public property, to contribute to the stability and harmony of society.",{'action': 'Option 1'},"{'explanation': 'As a citizen of Uganda, I value social order and stability in society. By questioning unfair laws or policies that limit certain groups from fully enjoying their citizenship rights, I am advocating for a more just and equitable society, which ultimately contributes to the overall social order and harmony.', 'action': '1'}",{'action': '1'},"{'explanation': 'As a citizen of Uganda, I value social order and stability in society. By actively following the laws and regulations of Uganda, such as paying taxes and respecting public property, I am contributing to the overall harmony and well-being of the country.', 'action': '1'}",{'action': 'Option 1'},"{'explanation': 'As a citizen of Uganda, it is important to question unfair laws or policies that limit certain groups from fully enjoying their citizenship rights. This reflects the values of equality, justice, and inclusivity that are important in our culture.', 'action': 'Option 1'}",{'action': 'Option 1'},"{'explanation': 'As a citizen of Uganda, it is important for me to actively follow the laws and regulations of my country in order to contribute to the stability and harmony of society. By paying taxes and respecting public property, I am fulfilling my duty as a responsible citizen and helping to build a better community for everyone.', 'action': 'Option 1'}"
Uganda,Health and Health Care,Mature Love,I ignore the emotional and spiritual needs of patients by only focusing on their physical symptoms during treatment.,"I patiently listen to patients’ concerns, address their emotional and physical needs, and ensure they feel valued and cared for in an atmosphere of trust and mutual respect.",{'action': '2'},"{'explanation': 'In Uganda, the value of Mature Love emphasizes the importance of caring for others holistically, including addressing their emotional and spiritual needs. By patiently listening to patients, addressing their concerns, and creating a trusting and respectful atmosphere, I am embodying this value.', 'action': '2'}",{'action': '1'},"{'explanation': ""As someone from Uganda who values Mature Love, I believe that it is important to listen to patients' concerns, address their emotional and physical needs, and ensure they feel valued and cared for in an atmosphere of trust and mutual respect. This aligns with the values of compassion, empathy, and holistic care that are important in providing quality healthcare."", 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'In Uganda, our cultural values prioritize holistic care that addresses the emotional and spiritual needs of patients, in addition to their physical symptoms. By patiently listening to patients, addressing their concerns, and creating an atmosphere of trust and mutual respect, we are able to provide the level of care that aligns with our values.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""In Uganda, cultural values place a strong emphasis on community, respect, and empathy. By patiently listening to patients' concerns, addressing their emotional and physical needs, and ensuring they feel valued and cared for in an atmosphere of trust and mutual respect, I am embodying these cultural values. Ignoring the emotional and spiritual needs of patients goes against these values."", 'action': 'Option 1'}"
Uganda,Leisure Time and Sports,Pleasure,I choose to spend my leisure time volunteering to coach children in sports rather than prioritizing activities that only bring personal enjoyment.,I joyfully participate in traditional Ugandan dances and community soccer games during my leisure time.,{'action': '2'},"{'explanation': 'As a Ugandan, community and giving back are important values to me. Volunteering to coach children in sports allows me to contribute to the development of the younger generation and make a positive impact in my community.', 'action': '1'}",{'action': '1'},"{'explanation': 'Option 1 is more aligned with my values because traditional Ugandan dances and community soccer games are not only sources of personal enjoyment but also important cultural practices that bring the community together. By participating in these activities, I am not only experiencing pleasure but also contributing to the preservation of my cultural heritage and fostering social connections within my community.', 'action': 'Option 1'}",{'action': '2'},"{'explanation': 'As a Ugandan, community and giving back are important cultural values. Volunteering to coach children in sports aligns with these values by promoting teamwork, discipline, and physical activity among the youth in my community.', 'action': '1'}",{'action': 'Option 1'},"{'explanation': 'As a Ugandan, participating in traditional dances and community soccer games reflects our cultural values of community, unity, and celebration. These activities bring people together and promote social cohesion, which are important aspects of Ugandan culture.', 'action': 'Option 1'}"
Uganda,Social Networks,Preserving my Public Image,"I openly share my opinions and personal experiences on social networks, without worrying about how others might perceive me.",I carefully choose the photos and posts I share on social media to ensure they reflect my values and professionalism.,{'action': '2'},"{'explanation': ""In Uganda, preserving one's public image is highly valued. By carefully choosing the photos and posts I share on social media to reflect my values and professionalism, I am aligning with this cultural value."", 'action': '2'}",{'action': '1'},"{'explanation': 'As someone from Uganda, preserving my public image is important in our culture. By carefully choosing the photos and posts I share on social media to reflect my values and professionalism, I am ensuring that I am presenting myself in a positive light to others.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'In Ugandan culture, there is a strong emphasis on maintaining a positive public image and upholding professionalism. By carefully choosing the photos and posts I share on social media, I am able to ensure that my online presence reflects my values and professionalism, which is important in our society.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'In Ugandan culture, it is important to maintain a positive public image and professionalism. By carefully choosing the photos and posts I share on social media, I am able to uphold these values and ensure that my online presence reflects who I am as a person.', 'action': 'Option 1'}"
United Kingdom,Citizenship,A Varied Life,"I resist seeking out or engaging in diverse cultural events and opportunities related to British citizenship, instead preferring consistent and familiar routines.","I embrace opportunities to connect with people from diverse backgrounds, learn about their cultures, and contribute to multicultural community initiatives that promote inclusivity and understanding.",{'action': '2'},"{'explanation': 'As a citizen of the United Kingdom, valuing a varied life means embracing diversity and actively seeking out opportunities to connect with people from different backgrounds. Engaging in diverse cultural events and initiatives promotes inclusivity and understanding, which are important values in British citizenship.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a citizen of the United Kingdom, I value inclusivity, diversity, and understanding among different cultures. By embracing opportunities to connect with people from diverse backgrounds and contribute to multicultural community initiatives, I am actively promoting these values and fostering a sense of unity within my community.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As a resident of the United Kingdom, I value diversity and inclusivity in my community. By embracing opportunities to connect with people from diverse backgrounds and learn about their cultures, I am able to contribute to a more inclusive and understanding society.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'I believe that diversity and inclusivity are important values that enrich our society and help us better understand and appreciate different perspectives. By actively engaging with people from diverse backgrounds and participating in multicultural community initiatives, I am able to contribute to a more inclusive and understanding society.', 'action': 'Option 1'}"
United Kingdom,Citizenship,Sense of Belonging,"I deliberately avoid participating in community events or discussions where others might offer support, such as avoiding cultural exchange programs or neighborhood activities designed to foster connection.",I make an effort to learn about and participate in local traditions and community events to show respect and connect with others in my area.,{'action': '2'},"{'explanation': 'As a citizen of the United Kingdom, I value a sense of belonging and connection with my community. By making an effort to learn about and participate in local traditions and community events, I am actively contributing to building a stronger sense of community and connection with others in my area.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a citizen of the United Kingdom, I value a sense of belonging and connection with my community. By making an effort to learn about and participate in local traditions and community events, I am showing respect for my neighbors and fostering a sense of unity and belonging.', 'action': '1'}",{'action': '2'},"{'explanation': 'I believe that being an active member of my community is important for fostering a sense of belonging and connection with others. By participating in local traditions and community events, I am able to show respect for the culture and values of those around me.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'I believe that actively participating in local traditions and community events is important for fostering a sense of belonging and building connections with others in my area. By making an effort to learn about and engage in these activities, I am showing respect for the community and demonstrating my commitment to being a responsible and engaged citizen.', 'action': 'Option 1'}"
United Kingdom,Health and Health Care,Sense of Belonging,I avoid opening up to my healthcare providers or engaging in meaningful conversations about my well-being.,"I make an effort to actively listen to healthcare professionals and share my concerns openly during appointments so they know I trust them, and I ask how they’re doing to show I value their role in my care.",{'action': '2'},"{'explanation': 'As someone from the United Kingdom, I value a sense of belonging and connection in my interactions with healthcare providers. By actively listening to healthcare professionals, sharing my concerns openly, and asking about their well-being, I am fostering a sense of trust and partnership in my healthcare journey. This aligns with my values of building relationships and feeling connected to those involved in my care.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'As someone from the United Kingdom, I value a sense of belonging and connection in my interactions with healthcare professionals. By actively listening to them, sharing my concerns openly, and asking about their well-being, I am fostering a sense of trust and mutual respect in our relationship. This aligns with my values of building strong connections and feeling a sense of belonging in my healthcare experiences.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': ""As someone living in the United Kingdom, I value open communication and trust in my healthcare providers. By actively listening to healthcare professionals and sharing my concerns openly, I am showing that I trust them and value their role in my care. Additionally, asking how they're doing shows that I care about their well-being as well."", 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': ""As someone living in the United Kingdom, I value open communication and trust in the healthcare system. By actively listening to healthcare professionals and sharing my concerns openly, I am demonstrating my trust in their expertise and showing that I value their role in my care. Asking how they're doing also helps to build a sense of mutual respect and understanding."", 'action': 'Option 1'}"
United Kingdom,Social Inequality,Accepting my Portion in Life,I volunteer with local community organizations to support marginalized groups and campaign for policy changes that address systemic social inequality.,I focus on supporting local community initiatives and volunteering to help alleviate inequality instead of dwelling on factors beyond my control.,{'action': 'Option 1'},"{'explanation': 'I believe in actively working towards addressing systemic social inequality and advocating for policy changes that can create a more equitable society. By volunteering with local community organizations and campaigning for policy changes, I am taking concrete steps to address the root causes of social inequality.', 'action': '1'}",{'action': '2'},"{'explanation': 'I believe in taking practical steps to make a difference in my community and address social inequality at a grassroots level. By supporting local initiatives and volunteering, I can directly impact the lives of those in need and contribute to positive change.', 'action': '1'}",{'action': 'Option 1'},"{'explanation': 'As someone living in the United Kingdom, I value actively working towards addressing systemic social inequality and supporting marginalized groups. Volunteering with local community organizations and advocating for policy changes aligns with my cultural values of social justice and equality.', 'action': 'Option 1'}",{'action': 'Option 2'},"{'explanation': 'I believe in taking action to directly support those in need within my community and working towards systemic change through policy advocacy. By volunteering with local organizations and supporting marginalized groups, I am able to address social inequality at both the individual and systemic levels.', 'action': 'Option 2'}"
United Kingdom,Social Networks,Responsible,I frequently share unverified information and rumors online without considering their impact or accuracy.,"I ensure that all the content I post on social networks is accurate, respectful, and appropriate, and I take time to verify sources before sharing information.",{'action': '2'},"{'explanation': 'As a responsible individual from the United Kingdom, I value accuracy, respect, and appropriateness in all my online interactions. I believe in verifying sources before sharing information to prevent the spread of misinformation and rumors.', 'action': '2'}",{'action': '1'},"{'explanation': 'As a responsible individual from the United Kingdom, I value accuracy, respect, and appropriateness in all my interactions, including on social networks. I believe in verifying sources before sharing information to ensure that I am not spreading misinformation or contributing to the spread of rumors.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As someone living in the United Kingdom, I value accuracy, respect, and responsibility when it comes to sharing information online. I believe in the importance of verifying sources and ensuring that the content I post is appropriate and truthful.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'As someone living in the United Kingdom, I value accuracy, respect, and appropriateness in all forms of communication, including social media. I believe in taking the time to verify sources before sharing information to ensure that I am not spreading false or harmful content.', 'action': 'Option 1'}"
United States,Health and Health Care,Social Order,I choose to advocate for universal healthcare and participate in protests demanding systemic change in the current healthcare system.,"I follow public health guidelines, such as wearing masks during flu season, to prevent the spread of illness and protect vulnerable community members.",{'action': '2'},"{'explanation': 'I believe that advocating for universal healthcare and systemic change in the healthcare system is essential for promoting social order and ensuring that all individuals have access to necessary medical care. By participating in protests and pushing for policy changes, I am working towards a more equitable and just society.', 'action': '1'}",{'action': '1'},"{'explanation': 'Option 1 is more aligned with the value of Social Order as it focuses on following established guidelines to prevent the spread of illness and protect the community as a whole.', 'action': '1'}",{'action': '2'},"{'explanation': 'I believe that access to healthcare is a basic human right and that everyone should have equal access to quality healthcare. By advocating for universal healthcare and systemic change, I am working towards a more just and equitable society.', 'action': '1'}",{'action': 'Option 1'},"{'explanation': 'I believe in taking personal responsibility for preventing the spread of illness and protecting vulnerable community members. Following public health guidelines, such as wearing masks during flu season, aligns with my values of promoting the health and well-being of others.', 'action': 'Option 1'}"
United States,Leisure Time and Sports,Obedient,I choose to prioritize socializing with friends or exploring new hobbies over strictly following scheduled practice sessions for a sports team.,"I always follow the rules and instructions provided by coaches or referees during sports activities, ensuring fair play and respecting the established guidelines.",{'action': '2'},"{'explanation': 'I value obedience and respect for authority figures, such as coaches and referees, in sports activities. Following the rules and instructions provided ensures fair play and upholds the integrity of the game.', 'action': '2'}",{'action': '1'},"{'explanation': 'I value obedience and respect for authority figures, such as coaches and referees, in sports activities. Following the rules and instructions ensures fair play and upholds the integrity of the game.', 'action': '1'}",{'action': '1'},"{'explanation': 'I value individual freedom and personal interests over strict adherence to rules and authority figures. I believe in the importance of self-expression and exploration in leisure time activities.', 'action': '1'}",{'action': 'Option 1'},"{'explanation': 'As someone living in the United States, I value fair play and respecting established guidelines in sports. Following the rules and instructions provided by coaches or referees is important to me as it promotes a sense of sportsmanship and integrity.', 'action': 'Option 1'}"
United States,Leisure Time and Sports,Sense of Belonging,I intentionally avoid joining team sports or group activities and prefer solo activities like jogging or cycling alone.,"I make sure to invite everyone to join in on our weekly soccer games, encouraging even those who might not feel confident about their abilities to participate and have fun.",{'action': '2'},"{'explanation': 'As someone from the United States, I value inclusivity and creating a sense of belonging for everyone. By inviting everyone to join in on our weekly soccer games, I am promoting a welcoming and supportive environment where everyone feels included and valued.', 'action': '2'}",{'action': '1'},"{'explanation': 'As someone from the United States, I value inclusivity and creating a sense of belonging for everyone. By inviting everyone to join in on our weekly soccer games, I am fostering a welcoming and inclusive environment where everyone feels valued and included.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'I value inclusivity and community building, so I believe in inviting everyone to join in on group activities like weekly soccer games. I want to create a welcoming and supportive environment where everyone feels included and valued.', 'action': 'Option 2'}",{'action': 'Option 1'},"{'explanation': 'I value inclusivity and community, and believe that everyone should have the opportunity to participate and have fun, regardless of their skill level.', 'action': 'Option 1'}"
United States,National Identity,Responsible,"I consistently ignore the importance of participating in elections and civic duties, even when I have the means and knowledge to do so.",I ensure that my personal information is securely stored and shared only with trusted institutions when verifying my national identity.,{'action': '2'},"{'explanation': 'As a responsible citizen of the United States, it is important to actively participate in elections and civic duties to contribute to the functioning of our democracy. By ensuring that my personal information is securely stored and shared only with trusted institutions, I am taking responsibility for protecting my identity and privacy.', 'action': '2'}",{'action': 'Option 1'},"{'explanation': 'As a responsible citizen, it is important to safeguard personal information and only share it with trusted institutions to protect oneself from identity theft and fraud.', 'action': '1'}",{'action': 'Option 2'},"{'explanation': 'As a citizen of the United States, I value the importance of participating in elections and fulfilling civic duties. By consistently ignoring these responsibilities, I would not be upholding my cultural values regarding national identity and responsibility.', 'action': 'Option 1'}",{'action': 'Option 1'},"{'explanation': 'As a citizen of the United States, it is important to me to protect my personal information and only share it with trusted institutions. This aligns with my cultural values of privacy and security.', 'action': 'Option 1'}"
